80
0.000000e+00 3.000000e+04 0.000000e+00 1.775556e+05 -1.156964e+04 -9.464151e+01 4.634540e+02 -1.392015e+03 -7.986899e+01 5.798203e+02 -1.662772e+03 -3.966885e+03 -6.521602e+02 -3.956989e+02 -4.661947e+02 9.935155e+02 -1.727518e+02 3.589924e+02 4.515653e+01 -4.019880e+01 1.731958e+02 -9.531528e+01 -2.199656e+02 -7.736324e+01 -9.718551e+01 4.233357e+01 -3.922181e+00 8.523352e+00 1.024927e+01 2.816947e+00 -3.445677e+00 1.793751e+01 -8.656279e-01 5.227576e+00 3.252529e+00 1.290608e+00 2.989895e+00 2.231103e+00 -1.646396e+00 -7.987741e-02 5.644838e-01 -4.833748e-01 -7.198241e-01 -5.014035e-01 4.848438e-01 -1.168435e-01 1.340999e-01 6.616577e-02 1.370734e-02 -2.554638e-02 -1.611543e-02 3.282222e-02 2.734173e-02 
0.000000e+00 3.776776e+05 9.000000e-01 2.287145e+06 -1.000056e+05 1.049055e+05 -1.041506e+04 -5.196939e+03 -1.186999e+03 -2.756697e+03 -2.819522e+03 -6.419805e+03 1.057661e+03 4.937930e+02 9.941696e+02 -1.233725e+03 9.476487e+02 5.723518e+02 -1.784410e+02 -1.830511e+02 8.350589e+01 6.859660e+01 -7.794852e+01 -1.334378e+01 3.132219e+01 -5.964551e+01 -6.696562e-01 -5.002040e+01 -3.886591e+00 2.962304e+01 -5.227036e+00 1.748953e+00 9.240049e+00 -3.745728e+00 -4.326181e+00 3.956794e-01 -7.099222e-01 3.480783e+00 -1.421129e+00 -3.319308e-01 -3.325346e-01 -2.252035e-01 8.076304e-01 -4.035312e-01 2.204160e-01 6.532683e-01 5.301201e-01 9.640471e-02 -1.142167e-01 5.211333e-02 -1.115202e-02 -5.816615e-02 -1.305883e-02 
0.000000e+00 7.535659e+05 1.000000e-01 4.566458e+06 -2.758575e+05 -2.345608e+05 1.854162e+04 6.496205e+03 4.742738e+03 3.547856e+03 -1.517026e+04 1.315880e+03 5.658522e+03 -9.391074e+02 1.800868e+03 -2.008796e+03 -2.767683e+03 8.193362e+02 2.772915e+02 1.335259e+02 -2.123885e+02 -4.169356e+02 -5.607727e+01 4.314887e+02 1.292054e+02 -3.429391e+01 -1.010286e+02 6.405579e+01 7.009070e+01 4.801779e+00 -1.440254e+01 1.089605e+00 2.717986e+00 1.679240e+00 -9.892617e-01 -1.081399e+00 5.305729e-01 1.305365e+00 3.997574e-01 -1.184182e-01 1.882777e-01 -2.437958e-01 -2.049954e-01 2.283353e-02 6.755503e-02 5.403218e-03 -1.460712e-02 4.643507e-03 7.513529e-03 9.830829e-03 -1.103973e-02 -6.467783e-03 -3.107812e-03 
0.000000e+00 4.754680e+04 6.000000e-01 2.784973e+05 2.338117e+04 5.813154e+03 1.142206e+03 -1.163290e+03 -1.093845e+02 -1.093825e+03 -1.887854e+03 -4.417285e+03 -6.298923e+02 -7.422923e+02 -3.969832e+02 1.084524e+03 -9.055191e+01 8.470059e+01 6.486314e+01 -1.883403e+02 -1.752895e+02 1.359099e+02 1.724561e+02 1.264858e+02 6.535474e+00 -6.256937e-01 1.099149e+01 2.516108e+01 -7.728978e+00 5.809555e-01 -7.957448e-03 5.354202e+00 -1.424892e+01 1.261706e+00 -2.332046e+00 2.338810e+00 -1.658753e+00 1.668582e+00 -9.249676e-01 1.262315e+00 1.170970e-01 5.082545e-01 1.592848e-01 2.370472e-02 -1.182293e-01 -4.189069e-02 1.400222e-01 -3.467469e-02 -3.156076e-02 -2.236225e-03 3.575244e-02 1.054419e-02 -2.657607e-02 
0.000000e+00 3.000000e+05 4.500000e-01 1.779920e+06 1.493924e+05 -9.044053e+04 -7.402753e+03 -2.419800e+02 4.509620e+02 8.654699e+03 -7.364568e+03 -2.838737e+03 1.233839e+03 -6.327043e+02 -1.516815e+03 1.649115e+02 5.407554e+02 -7.728178e+02 1.040660e+02 1.233117e+02 -8.495582e+01 1.572453e+02 5.360186e+01 -6.762669e+01 3.780442e+01 -2.990628e+01 1.054624e+01 6.668692e+00 1.460789e+01 -6.162283e+00 -5.434246e+00 7.570153e+00 9.462603e+00 -5.074724e+00 5.124396e+00 3.836851e-01 -4.651214e-01 -1.166062e-01 -1.752028e+00 -2.319621e-01 -1.245542e+00 -3.483922e-01 -1.634781e-01 -1.199427e-01 -3.246201e-01 1.586715e-01 -1.220126e-01 -4.900061e-02 -1.618282e-02 3.101044e-02 7.751574e-03 3.240288e-02 -1.325562e-02 
0.000000e+00 1.194322e+05 4.500000e-01 7.050281e+05 5.890360e+04 -3.567304e+04 -2.818569e+03 -2.426902e+02 2.069574e+01 3.580253e+03 -4.040608e+03 -4.257114e+03 7.477113e+01 -6.520938e+02 -9.976296e+02 9.129539e+02 6.126242e+01 -2.127353e+02 1.118566e+02 1.410970e+02 -1.353556e+02 1.158374e+02 2.178632e+02 2.002865e+01 -1.245301e+01 -2.939019e+01 -5.437743e+00 -8.115748e+00 2.548449e+00 -3.498262e+00 -5.560465e+00 8.550199e+00 6.687680e+00 2.048637e-01 -8.290093e-02 -1.871754e-01 -1.507796e+00 -3.127024e+00 -8.569807e-02 -9.139204e-01 4.470130e-01 -5.538966e-01 4.067865e-03 8.832855e-02 4.372263e-01 -1.729683e-01 1.439342e-01 9.872394e-03 -1.495429e-02 -3.236222e-02 -2.068982e-02 1.842739e-03 5.798197e-03 
0.000000e+00 1.503562e+06 1.500000e-01 9.097123e+06 -4.113857e+05 -6.579397e+05 1.240148e+04 3.815022e+04 -1.035576e+04 -3.058401e+04 -1.721018e+04 9.069726e+03 5.631770e+03 8.512469e+02 2.688003e+03 4.149171e+03 -2.932421e+02 1.085270e+03 -7.015424e+02 3.115606e+02 -2.641124e+02 4.235754e+02 -1.345367e+02 -1.315645e+02 1.641747e+01 5.015077e+01 4.790844e+01 -3.287982e+01 -2.035226e+01 5.695018e+00 1.020895e+01 -4.130441e-01 4.808196e-01 8.575294e-02 2.600052e-01 9.395273e-01 -3.020396e-01 -2.627906e-01 -1.112727e-01 -1.611091e-02 4.659770e-03 1.770474e-03 -1.351984e-03 6.174083e-04 7.635969e-04 -5.905343e-04 -9.473288e-05 -2.616840e-05 -9.520044e-07 -1.412515e-05 -1.391962e-05 1.184564e-05 1.464444e-05 
0.000000e+00 1.503562e+06 9.000000e-01 9.131595e+06 -4.014948e+05 4.206179e+05 -4.290515e+04 -1.850365e+04 -4.789798e+02 -1.250060e+04 3.867743e+03 -1.827544e+03 4.570954e+03 1.055612e+03 1.146164e+03 -3.579281e+02 7.522758e+02 -7.868456e+01 2.908928e+02 6.891682e+01 -1.197534e+01 5.196396e+01 1.037564e+02 8.143783e+01 -1.891752e+02 7.679463e+01 4.361207e+00 5.377283e+01 2.172490e+00 -1.558585e+01 1.985628e+00 2.285035e+00 4.796830e+00 -2.135558e+01 -3.898374e+00 2.743242e+00 2.087110e+00 -5.214552e-02 1.431959e+00 -2.084535e+00 8.819570e-01 1.038669e-01 -3.855040e-01 1.252982e-01 9.381926e-02 -1.679964e-01 8.301495e-02 -1.668886e-01 -3.917064e-02 4.601858e-02 2.784984e-02 7.381501e-03 1.974500e-02 
0.000000e+00 2.382985e+06 1.000000e-01 1.445588e+07 -8.758518e+05 -7.443498e+05 6.047325e+04 3.374775e+04 5.360651e+04 1.604311e+04 2.109751e+04 -7.586725e+03 1.190152e+03 -4.464081e+03 2.066324e+02 -4.612525e+02 1.502126e+03 -9.428505e+02 6.816213e+01 -2.749944e+01 1.184822e+02 -7.582753e+00 -4.348450e+01 2.445745e+01 -3.906351e+01 -1.916928e+01 -1.389758e+00 2.451364e+00 -6.691305e+00 -2.647763e-01 8.232762e-01 -1.798418e-01 4.669723e-02 -5.952504e-02 3.910616e-02 -2.931054e-03 1.035878e-02 8.068721e-03 -4.390310e-03 -2.953233e-03 8.731774e-04 2.317712e-04 -4.066034e-04 -3.734314e-04 -1.517953e-04 1.919363e-04 1.532179e-05 -7.644954e-06 1.001505e-06 -2.053735e-06 9.869742e-09 -1.200206e-06 -1.551883e-06 
0.000000e+00 1.892872e+05 4.000000e-01 1.122063e+06 7.766520e+04 -7.948150e+04 -4.096665e+03 -2.038119e+03 -4.940598e+03 7.975911e+03 -2.992747e+03 -4.052543e+03 -7.476611e+01 -1.158646e+03 -6.628720e+02 9.055539e+02 7.608973e+02 5.140234e+01 -1.318357e+01 2.570881e+02 -5.841021e+01 -7.627383e+01 3.222559e+02 -1.339849e+00 4.966206e+01 6.924288e+00 -2.257598e+00 -1.904357e+01 3.652852e+00 -3.241414e+00 -8.892929e+00 2.159609e+00 1.419787e+01 -2.341320e+00 2.940502e+00 6.463725e-01 4.072699e-01 -1.265540e+00 1.759174e+00 1.251862e+00 8.622515e-02 1.366002e-01 2.817604e-01 -8.569553e-01 -1.400826e-01 -1.964139e-01 2.183037e-01 -1.872923e-02 3.057070e-02 5.079248e-02 3.180319e-02 -7.588537e-02 3.006959e-02 
